Title,Artist,Duration_ms,Duration_s,Duration_min
"""Swalla""",Jason Derulo featuring Nicki Minaj and Ty Dolla Sign,216408,216.41,3.61
"""Slippery""",Migos featuring Gucci Mane,304041,304.04,5.07
"""Sign of the Times""",Harry Styles,340706,340.71,5.68
"""Water Under the Bridge""",Adele,240439,240.44,4.01
"""Malibu""",Miley Cyrus,231906,231.91,3.87
"""Down""",Marian Hill,197773,197.77,3.3
"""No Promises""",Cheat Codes featuring Demi Lovato,223503,223.5,3.73
"""Treat You Better""",Shawn Mendes,187973,187.97,3.13
"""I Get the Bag""",Gucci Mane featuring Migos,233087,233.09,3.88
"""Small Town Boy""",Dustin Lynch,205733,205.73,3.43
"""Everyday We Lit""",YFN Lucci featuring PnB Rock,197170,197.17,3.29
"""Havana""",Camila Cabello featuring Young Thug,217306,217.31,3.62
"""What Lovers Do""",Maroon 5 featuring SZA,199849,199.85,3.33
"""Do Re Mi""",Blackbear,212027,212.03,3.53
"""Look at Me!""",XXXTentacion,126345,126.34,2.11
"""The Fighter""",Keith Urban featuring Carrie Underwood,184040,184.04,3.07
