Title,Artist,UG_link
"""Let Me Love You""",DJ Snake featuring Justin Bieber,not found
"""Sorry Not Sorry""",Demi Lovato,https://tabs.ultimate-guitar.com/tab/demi-lovato/sorry-not-sorry-chords-2081331
"""Bank Account""",21 Savage,https://tabs.ultimate-guitar.com/tab/21-savage/bank-account-chords-2086931
"""Can't Stop the Feeling!""",Justin Timberlake,https://tabs.ultimate-guitar.com/tab/justin-timberlake/cant-stop-the-feeling-chords-1842500
"""Mi Gente""",J Balvin and Willy William featuring Beyoncé,not found
"""Thunder""",Imagine Dragons,https://tabs.ultimate-guitar.com/tab/imagine-dragons/thunder-chords-1987397
"""T-shirt""",Migos,https://tabs.ultimate-guitar.com/tab/migos/t-shirt-chords-1952031
"""Rake It Up""",Yo Gotti featuring Nicki Minaj,https://tabs.ultimate-guitar.com/tab/yo-gotti/rake-it-up-chords-2018513
"""Mercy""",Shawn Mendes,https://tabs.ultimate-guitar.com/tab/shawn-mendes/mercy-chords-1868114
"""Tunnel Vision""",Kodak Black,https://tabs.ultimate-guitar.com/tab/kodak-black/tunnel-vision-chords-1961267
"""Rockstar""",Post Malone featuring 21 Savage,https://tabs.ultimate-guitar.com/tab/post-malone/rockstar-chords-2151439
"""In Case You Didn't Know""",Brett Young,https://tabs.ultimate-guitar.com/tab/brett-young/in-case-you-didnt-know-chords-1862858
"""Heathens""",Twenty One Pilots,https://tabs.ultimate-guitar.com/tab/twenty-one-pilots/heathens-chords-1854246
"""Now or Never""",Halsey,https://tabs.ultimate-guitar.com/tab/halsey/now-or-never-chords-1976219
"""Caroline""",Aminé,not found
"""Rolex""",Ayo & Teo,https://tabs.ultimate-guitar.com/tab/ayo-teo/rolex-chords-1962247
"""DNA""",Kendrick Lamar,https://tabs.ultimate-guitar.com/tab/kendrick-lamar/dna-chords-1981531
"""Juju on That Beat (TZ Anthem)""",Zay Hilfigerrr & Zayion McCall,not found
"""Swang""",Rae Sremmurd,https://tabs.ultimate-guitar.com/tab/rae-sremmurd/swang-chords-1949637
"""Passionfruit""",Drake,https://tabs.ultimate-guitar.com/tab/drake/passionfruit-chords-1966269
"""Loyalty""",Kendrick Lamar featuring Rihanna,https://tabs.ultimate-guitar.com/tab/kendrick-lamar/loyalty-chords-1984783
"""Praying""",Kesha,https://tabs.ultimate-guitar.com/tab/kesha/praying-chords-2078159
"""Goosebumps""",Travis Scott,https://tabs.ultimate-guitar.com/tab/travis-scott/goosebumps-chords-1951495
"""Cold""",Maroon 5 featuring Future,https://tabs.ultimate-guitar.com/tab/maroon-5/cold-chords-1948141
"""Broccoli""",DRAM featuring Lil Yachty,https://tabs.ultimate-guitar.com/tab/lubalin/internet-drama-part-2-she-stole-my-broccoli-chords-3620054
"""Slide""",Calvin Harris featuring Frank Ocean and Migos,https://tabs.ultimate-guitar.com/tab/calvin-harris/slide-chords-1953463
"""What Ifs""",Kane Brown featuring Lauren Alaina,https://tabs.ultimate-guitar.com/tab/kane-brown/what-ifs-chords-1930419
"""Chained to the Rhythm""",Katy Perry featuring Skip Marley,not found
"""Feels""","Calvin Harris featuring Pharrell Williams, Katy Perry and Big Sean",not found
"""All Time Low""",Jon Bellion,https://tabs.ultimate-guitar.com/tab/jon-bellion/all-time-low-chords-1741557
"""Hurricane""",Luke Combs,https://tabs.ultimate-guitar.com/tab/luke-combs/hurricane-chords-1814248
"""Too Good at Goodbyes""",Sam Smith,https://tabs.ultimate-guitar.com/tab/sam-smith/too-good-at-goodbyes-chords-2142281
"""Young Dumb & Broke""",Khalid,https://tabs.ultimate-guitar.com/tab/khalid/young-dumb-and-broke-chords-1986715
"""Magnolia""",Playboi Carti,https://tabs.ultimate-guitar.com/tab/playboi-carti/magnolia-chords-2081819
"""Love Galore""",SZA featuring Travis Scott,https://tabs.ultimate-guitar.com/tab/sza/love-galore-chords-1991609
"""Drowning""",A Boogie wit da Hoodie featuring Kodak Black,https://tabs.ultimate-guitar.com/tab/a-boogie-wit-da-hoodie/drowning-water-chords-2077363
"""Starving""",Hailee Steinfeld and Grey featuring Zedd,https://tabs.ultimate-guitar.com/tab/hailee-steinfeld/starving-chords-1860562
"""Both""",Gucci Mane featuring Drake,https://tabs.ultimate-guitar.com/tab/gucci-mane/both-chords-1951511
"""What About Us""",P!nk,not found
"""Swalla""",Jason Derulo featuring Nicki Minaj and Ty Dolla Sign,not found
"""Slippery""",Migos featuring Gucci Mane,https://tabs.ultimate-guitar.com/tab/migos/slippery-chords-1949647
"""Sign of the Times""",Harry Styles,https://tabs.ultimate-guitar.com/tab/harry-styles/sign-of-the-times-chords-1977189
"""Water Under the Bridge""",Adele,https://tabs.ultimate-guitar.com/tab/adele/water-under-the-bridge-chords-1782453
"""Malibu""",Miley Cyrus,https://tabs.ultimate-guitar.com/tab/miley-cyrus/malibu-chords-1994889
"""Down""",Marian Hill,https://tabs.ultimate-guitar.com/tab/marian-hill/down-chords-1943625
"""No Promises""",Cheat Codes featuring Demi Lovato,https://tabs.ultimate-guitar.com/tab/cheat-codes/no-promises-chords-1973039
"""Treat You Better""",Shawn Mendes,https://tabs.ultimate-guitar.com/tab/shawn-mendes/treat-you-better-chords-1851209
"""I Get the Bag""",Gucci Mane featuring Migos,not found
"""Small Town Boy""",Dustin Lynch,https://tabs.ultimate-guitar.com/tab/dustin-lynch/small-town-boy-chords-1950471
"""Everyday We Lit""",YFN Lucci featuring PnB Rock,https://tabs.ultimate-guitar.com/tab/yfn-lucci/everyday-we-lit-chords-2093313
"""Havana""",Camila Cabello featuring Young Thug,https://tabs.ultimate-guitar.com/tab/camila-cabello/havana-chords-2105155
"""What Lovers Do""",Maroon 5 featuring SZA,https://tabs.ultimate-guitar.com/tab/maroon-5/what-lovers-do-chords-2136073
"""Do Re Mi""",Blackbear,https://tabs.ultimate-guitar.com/tab/blackbear/do-re-mi-chords-2004493
"""Look at Me!""",XXXTentacion,https://tabs.ultimate-guitar.com/tab/xxxtentacion/look-at-me-chords-1950267
"""The Fighter""",Keith Urban featuring Carrie Underwood,https://tabs.ultimate-guitar.com/tab/keith-urban/the-fighter-chords-1844787
