Title,Artist,UG_link
"""1-800-273-8255""",Logic featuring Alessia Cara and Khalid,https://tabs.ultimate-guitar.com/tab/logic/1-800-273-8255-chords-1995249
"""Say Something""",Justin Timberlake featuring Chris Stapleton,https://tabs.ultimate-guitar.com/tab/justin-timberlake/say-something-chords-2298037
"""I'm Upset""",Drake,https://tabs.ultimate-guitar.com/tab/drake/im-upset-chords-2393883
"""Get Along""",Kenny Chesney,https://tabs.ultimate-guitar.com/tab/kenny-chesney/get-along-chords-2362053
"""Moonlight""",XXXTentacion,https://tabs.ultimate-guitar.com/tab/xxxtentacion/moonlight-chords-2351911
"""What Lovers Do""",Maroon 5 featuring SZA,https://tabs.ultimate-guitar.com/tab/maroon-5/what-lovers-do-chords-2136073
"""X""",Nicky Jam and J Balvin,not found
"""Outside Today""",YoungBoy Never Broke Again,not found
"""Trip""",Ella Mai,https://tabs.ultimate-guitar.com/tab/ella-mai/trip-chords-2447599
"""Dura""",Daddy Yankee,https://tabs.ultimate-guitar.com/tab/daddy-yankee/dura-chords-2323557
"""Changes""",XXXTentacion,https://tabs.ultimate-guitar.com/tab/xxxtentacion/changes-chords-2330973
"""Mercy""",Brett Young,https://tabs.ultimate-guitar.com/tab/brett-young/mercy-chords-1957233
"""One Number Away""",Luke Combs,https://tabs.ultimate-guitar.com/tab/luke-combs/one-number-away-chords-1920751
"""Powerglide""",Rae Sremmurd featuring Juicy J,https://tabs.ultimate-guitar.com/tab/rae-sremmurd/powerglide-chords-2339163
"""IDGAF""",Dua Lipa,https://tabs.ultimate-guitar.com/tab/dua-lipa/idgaf-chords-2064489
"""Mi Gente""",J Balvin and Willy William featuring Beyoncé,not found
"""Believer""",Imagine Dragons,https://tabs.ultimate-guitar.com/tab/imagine-dragons/believer-chords-1941459
