No.,Title,Artist,Top_Tags
86,"""The Scotts""",The Scotts (Travis Scott and Kid Cudi),Unknown
87,"""Juicy""",Doja Cat and Tyga,Unknown
88,"""Be Like That""","Kane Brown, Swae Lee and Khalid","country, country pop, beer"
89,"""Homesick""",Kane Brown,"country, country pop, beer"
90,"""Rags2Riches""",Rod Wave featuring ATR Son Son,"rap, trap, Hip-Hop"
91,"""Bluebird""",Miranda Lambert,"country, female vocalists, singer-songwriter"
92,"""Wishing Well""",Juice Wrld,"Hip-Hop, rap, emo rap"
93,"""Does to Me""",Luke Combs featuring Eric Church,"country, contemporary country, seen live"
94,"""Pussy Fairy (OTW)""",Jhené Aiko,"rnb, soul, pop"
95,"""ILY (I Love You Baby)""",Surf Mesa featuring Emilee,"electronic, Lo-Fi, seattle"
96,"""More Than My Hometown""",Morgan Wallen,"country, racist, country pop"
97,"""Lovin' on You""",Luke Combs,"country, contemporary country, seen live"
98,"""Said Sum""",Moneybagg Yo,"rap, trap, Hip-Hop"
99,"""Slide""",H.E.R. featuring YG,"rnb, soul, pop"
100,"""Walk Em Down""",NLE Choppa featuring Roddy Ricch,"trap, rap, Hip-Hop"
