Title,Artist,Chords
"""Girlfriend""",Avril Lavigne,"['D5', 'A5', 'B5', 'F#5', 'G5', 'D', 'D5', 'D5', 'F#5', 'G5', 'D', 'D5', 'F#5', 'G5', 'D', 'A5', 'B5', 'G5', 'D', 'A5', 'B5', 'G5', 'B5', 'F#5', 'A5', 'G5', 'A5', 'D5', 'A5', 'B5', 'G5', 'D5', 'A5', 'B5', 'G5', 'D5', 'A5', 'Bm', 'G5', 'D5', 'F#5', 'G5', 'D', 'A5', 'B5', 'G5', 'D5', 'A5', 'B5', 'G5', 'D5', 'A5', 'B5', 'G5', 'D5', 'F#5', 'G5', 'D', 'A5', 'B5', 'G5', 'D', 'A5', 'B5', 'G5', 'B5', 'F#5', 'A5', 'G5', 'A5', 'D5', 'A5', 'B5', 'G5', 'D5', 'A5', 'B5', 'G5', 'D5', 'A5', 'Bm', 'G5', 'D5', 'F#5', 'G5', 'D', 'A5', 'B5', 'G5', 'D5', 'A5', 'B5', 'G5', 'D5', 'A5', 'B5', 'G5', 'D5', 'F#5', 'G5', 'D', 'D', 'D5', 'D5', 'F#5', 'G5', 'D', 'A5', 'B5', 'G5', 'D5', 'A5', 'B5', 'G5', 'D5', 'A5', 'B5', 'G5', 'D5', 'F#5', 'G5', 'D5', 'A5', 'B5', 'G5', 'D5', 'A5', 'B5', 'G5', 'D5', 'A5', 'Bm', 'G5', 'D5', 'F#5', 'G5', 'D', 'A5', 'B5', 'G5', 'D5', 'A5', 'B5', 'G5', 'D5', 'A5', 'B5', 'G5', 'D5', 'F#5', 'G5']"
"""Makes Me Wonder""",Maroon 5,"['Bm7', 'Bm7', 'Bm', 'A', 'G', 'Em', 'A', 'Bm', 'A', 'G', 'A', 'Bm7', 'F7', 'Em', 'G', 'Em', 'A', 'Em', 'A', 'Bm', 'F7', 'Em', 'Em', 'D', 'A', 'Bm', 'Bm', 'D', 'A', 'G', 'Em', 'A', 'Bm', 'Bm', 'D', 'A', 'Em', 'A', 'Bm', 'A', 'G', 'Em', 'A', 'Bm', 'A', 'Em', 'A', 'G', 'Em', 'A', 'Em', 'A', 'Bm', 'F7', 'Em', 'Em', 'D', 'A', 'Bm', 'Bm', 'D', 'A', 'G', 'Em', 'A', 'Bm', 'Bm', 'D', 'A', 'Em', 'Bm', 'A', 'Em', 'Bm', 'A', 'G', 'Em', 'D', 'A', 'G', 'Bm', 'D', 'A', 'Em', 'A', 'Em/G', 'Em', 'Em', 'A', 'E', 'F#m', 'Bm', 'F#m', 'Bm', 'F#m', 'G', 'Em', 'Em', 'A', 'E', 'F#m', 'Bm', 'G', 'Em', 'A', 'Em', 'A', 'Bm', 'F7', 'Em', 'Em', 'D', 'A', 'G', 'F#m', 'Bm', 'D', 'A', 'G', 'Em', 'A', 'Bm', 'Bm', 'D', 'A', 'Em', 'Bm', 'A', 'Em', 'Bm', 'A', 'G', 'Em', 'D', 'A', 'G', 'Bm', 'D', 'A', 'Em', 'A', 'Bm', 'G', 'A', 'Bm']"
"""Party Like a Rockstar""",Shop Boyz,not found
"""Smack That""",Akon featuring Eminem,"['D', 'C#', 'B', 'D', 'C#', 'B', 'C#', 'D', 'C#', 'B', 'C#', 'D', 'C#', 'B', 'C#', 'D', 'C#', 'B', 'C#', 'D', 'C#', 'B']"
"""This Is Why I'm Hot""",Mims,not found
"""It's Not Over""",Daughtry,"['A', 'Bm', 'Em', 'G', 'Bm', 'A', 'G', 'A', 'Bm', 'A', 'G', 'A', 'Bm', 'A', 'G', 'A', 'Bm', 'A', 'G', 'A', 'Bm', 'G', 'Em', 'G', 'A', 'Bm', 'Bm', 'A', 'G', 'A', 'Bm', 'Bm', 'A', 'G', 'A', 'Bm', 'A', 'G', 'G', 'Fm#', 'G', 'A', 'Bm', 'G', 'G', 'Em', 'Bm', 'G', 'G', 'Em', 'G', 'A', 'Bm', 'A', 'G', 'A', 'Bm', 'Bm', 'G', 'A', 'Bm', 'Bm', 'A', 'G', 'Fm#', 'G', 'A', 'Bm', 'Bm', 'A', 'G', 'A', 'Bm', 'Bm', 'A', 'G', 'A', 'Bm', 'A', 'G', 'G', 'Fm#', 'G', 'A', 'Bm', 'A', 'G', 'A', 'Bm', 'A', 'G', 'A', 'Bm', 'A', 'G', 'G', 'Fm#', 'Bm']"
"""The Way I Are""",Timbaland featuring Keri Hilson,"['F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E', 'F#m', 'E']"
"""Fergalicious""",Fergie featuring will.i.am,"['Am', 'Am', 'Am', 'G', 'D', 'F', 'A', 'G', 'D', 'Am', 'D', 'Am', 'D', 'Am', 'D', 'Am', 'Am', 'Am', 'G', 'D', 'F', 'Am', 'G', 'D', 'Am', 'D', 'Am', 'D', 'Am', 'D', 'Am', 'G', 'C', 'D', 'C', 'Am', 'Am', 'Am', 'G', 'D', 'F', 'Am', 'G', 'D', 'G', 'D', 'F', 'Am', 'G', 'D', 'Am', 'D', 'Am', 'D', 'Am', 'D', 'Am', 'Am', 'D', 'Am', 'D', 'Am', 'D', 'Am', 'D']"
"""Crank That (Soulja Boy)""",Soulja Boy Tell 'Em,"['Eb', 'Ab', 'Db', 'Gb', 'Bb', 'Eb', 'Am', 'Dm', 'G6', 'C', 'Em', 'Am', 'Dm', 'G6', 'C', 'Am', 'Dm', 'G6', 'C', 'Em', 'Am', 'Dm', 'G6', 'C', 'Am', 'Dm', 'G6', 'C', 'Em', 'Am', 'Dm', 'G6', 'C', 'Em', 'Am', 'Dm', 'G6', 'C', 'Em', 'Am', 'Dm', 'G6', 'C', 'Em', 'Am', 'Dm', 'G6', 'C', 'Em', 'Am', 'Dm', 'G6', 'C', 'Am', 'Dm', 'G6', 'C', 'Em', 'Am', 'Dm', 'G6', 'C', 'Am', 'Dm', 'G6', 'C', 'Em', 'Am', 'Dm', 'G6', 'C', 'Em', 'Am', 'Dm', 'G6', 'C', 'Em', 'Am', 'Dm', 'G6', 'C', 'Em', 'Am', 'Dm', 'G6', 'C', 'Em', 'Am', 'Dm', 'G6', 'C', 'Am', 'Dm', 'G6', 'C', 'Em', 'Am', 'Dm', 'G6', 'C', 'Am', 'Dm', 'G6', 'C', 'Em', 'Am', 'Dm', 'G6', 'C', 'Em', 'Am', 'Dm', 'G6', 'C', 'Em', 'Am', 'Dm', 'G6', 'C', 'Em', 'Am', 'Dm', 'G6', 'C', 'Am', 'Dm', 'G6', 'C', 'Em', 'Am', 'Dm', 'G6', 'C']"
"""Give It to Me""",Timbaland featuring Nelly Furtado and Justin Timberlake,"['G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m', 'B', 'C#m', 'G#m']"
"""What Goes Around... Comes Around""",Justin Timberlake,"['Am7', 'Cadd9', 'G', 'Dm7', 'Am7', 'Cadd9', 'G', 'Dm7', 'Am7', 'Cadd9', 'Dm7', 'Am7', 'Cadd9', 'G', 'Am7', 'Cadd9', 'G', 'Dm7', 'Am7', 'Cadd9', 'G', 'Dm7', 'Am7', 'Cadd9', 'G', 'Dm7', 'Am7', 'Cadd9', 'G', 'Dm7', 'Am7', 'Cadd9', 'G', 'Dm7', 'Am7', 'Cadd9', 'G', 'Dm7', 'Am7', 'Cadd9', 'G', 'Dm7', 'Am7', 'Cadd9', 'G', 'Dm7', 'Am7', 'Cadd9', 'G', 'Dm7', 'Am7', 'Cadd9', 'G', 'Dm7', 'Am7', 'Cadd9', 'G', 'Dm7']"
"""Cupid's Chokehold""",Gym Class Heroes featuring Patrick Stump,"['C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'E', 'A', 'C#m', 'B', 'E', 'A', 'C#m', 'B', 'E', 'A', 'C#m', 'B', 'E', 'A', 'C#m', 'B', 'E', 'A', 'C#m', 'B', 'E', 'A', 'C#m', 'B', 'E', 'A', 'C#m', 'B', 'E', 'A', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'E', 'A', 'C#m', 'B', 'E', 'A', 'C#m', 'B', 'E', 'A', 'C#m', 'B', 'E', 'A', 'C#m', 'B', 'E', 'A', 'C#m', 'B', 'E', 'A', 'C#m', 'B', 'E', 'A', 'C#m', 'B', 'E', 'A', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B', 'C#m', 'B', 'A', 'B']"
"""How to Save a Life""",The Fray,"['G', 'D/F#', 'G', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'G', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'C', 'D', 'Em', 'G', 'D/F#', 'G', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G', 'D/F#', 'Em7', 'D/F#', 'G']"
"""Home""",Daughtry,"['G', 'Cadd9', 'G', 'Cadd9', 'G', 'Cadd9', 'G', 'Cadd9', 'Em', 'D', 'Cadd9', 'Em', 'D', 'Cadd9', 'G', 'D', 'C', 'D', 'Em', 'D', 'Cadd9', 'G', 'D', 'C', 'D', 'Em', 'D', 'Cadd9', 'Em', 'D', 'Cadd9', 'G', 'Cadd9', 'G', 'Cadd9', 'G', 'Cadd9', 'G', 'Cadd9', 'G', 'Cadd9', 'Em', 'D', 'Cadd9', 'Em', 'D', 'Cadd9', 'G', 'D', 'C', 'D', 'Em', 'D', 'Cadd9', 'G', 'D', 'C', 'D', 'Em', 'D', 'Cadd9', 'Em', 'D', 'Cadd9', 'D', 'Cadd9', 'Em', 'D', 'Cadd9', 'D', 'Cadd9', 'C', 'Em', 'Cadd9', 'G', 'D', 'C', 'D', 'Em', 'D', 'Cadd9', 'G', 'D', 'C', 'D', 'Em', 'D', 'Cadd9', 'Em', 'D', 'Cadd9', 'Em', 'D', 'Cadd9', 'Em', 'D', 'Cadd9', 'Em', 'D', 'Cadd9', 'Em', 'D', 'Cadd9', 'Em', 'D', 'Cadd9', 'G', 'Cadd9', 'G']"
"""My Love""",Justin Timberlake featuring T.I.,not found
"""Stronger""",Kanye West,"['Ebm', 'Db', 'Ab', 'C', 'Ab7', 'C', 'Cb', 'Db', 'D#m', 'C#', 'B', 'C#']"
"""We Fly High""",Jim Jones,not found
"""U + Ur Hand""",Pink,"['E', 'G', 'D', 'E', 'G', 'D', 'E', 'G', 'D', 'E', 'G', 'D', 'E', 'G', 'D', 'E', 'F', 'D', 'E', 'G', 'D', 'E', 'G', 'D', 'E', 'G', 'D', 'E', 'F', 'F', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Am', 'C', 'Em', 'Am', 'C', 'G', 'D', 'E', 'G', 'D', 'E', 'G', 'D', 'E', 'G', 'D', 'E', 'G', 'D', 'E', 'G', 'D', 'E', 'F', 'F', 'D', 'E', 'G', 'D', 'E', 'G', 'D', 'E', 'G', 'D', 'E', 'F', 'F', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Am', 'C', 'Em', 'Am', 'C', 'G', 'D', 'E', 'G', 'D', 'E', 'G', 'D', 'E', 'G', 'D', 'E', 'G', 'D', 'E', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Am', 'Em', 'Am', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Am', 'C', 'Em', 'Am', 'C', 'G', 'D']"
"""Walk It Out""",Unk,not found
"""Beautiful Girls""",Sean Kingston,"['A', 'F#m', 'D', 'E7', 'A', 'A', 'F#m', 'D', 'E7', 'A', 'A', 'F#m', 'D', 'E7', 'A', 'A', 'F#m', 'D', 'E7', 'A', 'A', 'F#m', 'D', 'E7', 'A', 'A', 'F#m', 'D', 'E7', 'A', 'A', 'F#m', 'D', 'E7', 'A', 'A', 'F#m', 'D', 'E7', 'A', 'A', 'F#m', 'D', 'E7', 'A', 'A', 'F#m', 'D', 'E7', 'A', 'A', 'F#m', 'D', 'E7', 'A', 'A', 'F#m', 'D', 'E7', 'A', 'A', 'F#m', 'D', 'E7', 'A', 'A', 'F#m', 'D', 'E7', 'A', 'A', 'F#m', 'D', 'E7', 'A']"
"""This Ain't a Scene, It's an Arms Race""",Fall Out Boy,"['Am', 'E7', 'Am', 'E7', 'E7', 'Am', 'E7', 'Am', 'E7', 'Am', 'F', 'C', 'E7', 'Am', 'F', 'C', 'E7', 'Am', 'Am', 'E7', 'Am', 'E7', 'E7', 'Am', 'E7', 'Am', 'E7', 'E7', 'Am', 'F', 'C', 'E7', 'Am', 'F', 'C', 'E7', 'F', 'Am', 'E7', 'Am', 'F', 'C', 'E7', 'E7', 'Am', 'Am', 'E7', 'E7', 'Am', 'E7', 'Am', 'E7', 'Am', 'E7', 'Am', 'F', 'C', 'E7', 'Am', 'F', 'C', 'E7', 'E7', 'Am']"
"""Bartender""",T-Pain featuring Akon,not found
"""Pop, Lock & Drop It""",Huey,not found
"""Runaway Love""",Ludacris featuring Mary J. Blige,not found
"""Rockstar""",Nickelback,"['G', 'C', 'F', 'G', 'G', 'C', 'F', 'G', 'G', 'C', 'F', 'G', 'G', 'C', 'F', 'G', 'Bb', 'C', 'G', 'Bb', 'C', 'Eb', 'F', 'G', 'Bb', 'C', 'Eb', 'F', 'Bb', 'C', 'G', 'Bb', 'C', 'G', 'G', 'C', 'F', 'G', 'G', 'C', 'F', 'G', 'Bb', 'C', 'G', 'Bb', 'C', 'Eb', 'F', 'G', 'Bb', 'C', 'Eb', 'F', 'G', 'Bb', 'C', 'Eb', 'F', 'Bb', 'C', 'G', 'Bb', 'C', 'G', 'Eb', 'Bb', 'Eb', 'C', 'F', 'G', 'Bb', 'C', 'Eb', 'F', 'G', 'Bb', 'C', 'Eb', 'F', 'G', 'Bb', 'C', 'Eb', 'F', 'Bb', 'C', 'G', 'Bb', 'C', 'G']"
"""Thnks fr th Mmrs""",Fall Out Boy,not found
"""What I've Done""",Linkin Park,"['Gm', 'Bb', 'F', 'Cm', 'Gm', 'Bb', 'F', 'Cm', 'Gm', 'Gm', 'Bb', 'F', 'Cm', 'Gm', 'Bb', 'F', 'Cm', 'Eb', 'F', 'Gm', 'Bb', 'F', 'Cm', 'Gm', 'Bb', 'F', 'Cm', 'Gm', 'Bb', 'F', 'Cm', 'Gm', 'Bb', 'F', 'Cm', 'Eb', 'F', 'Gm', 'Bb', 'F', 'Cm', 'Gm', 'Bb', 'F', 'Cm', 'Dm', 'Eb', 'F', 'Gm', 'Gm', 'Bb', 'F', 'Cm', 'Gm', 'Bb', 'F', 'Cm', 'Dm', 'Eb', 'F', 'Gm', 'Bb', 'F', 'Cm', 'Gm', 'Bb', 'F', 'Cm', 'Gm', 'Bb', 'F', 'Cm', 'Gm', 'Bb', 'F', 'Cm', 'Gm', 'Bb', 'F', 'Cm', 'Gm', 'Bb', 'F', 'Cm', 'Gm']"
"""Summer Love""",Justin Timberlake,"['Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Dm', 'Bb', 'Dm', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Bbmaj7', 'Dm7', 'Bbmaj7', 'Dm7', 'Cmaj7', 'Em7', 'Bbmaj7', 'A', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb']"
"""You""",Lloyd featuring Lil Wayne,"['F#m7', 'E', 'Bm7', 'C#m7', 'F#m7', 'E', 'Bm7', 'C#m7', 'F#m7', 'E', 'Bm7', 'C#m7', 'F#m7', 'E', 'Bm7', 'C#m7', 'F#m7', 'E', 'Bm7', 'C#m7', 'F#m7', 'E', 'Bm7', 'C#m7', 'F#m7', 'E', 'Bm7', 'C#m7', 'F#m7', 'E', 'Bm7', 'C#m7', 'F#m7', 'E', 'Bm7', 'C#m7', 'F#m7', 'E', 'Bm7', 'C#m7', 'F#m7', 'E', 'Bm7', 'C#m7', 'F#m7', 'E', 'Bm7', 'C#m7', 'F#m7', 'E', 'Cm7', 'C#m7', 'F#m7', 'E', 'Cm7', 'C#m7', 'F#m7', 'E', 'Bm7', 'C#m7', 'F#m7', 'E', 'Bm7', 'C#m7', 'F#m7']"
"""Wait for You""",Elliott Yamin,"['F', 'G', 'Am', 'F', 'G', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'C', 'F', 'C', 'Dm', 'C', 'F', 'G', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'C', 'F', 'C', 'Dm', 'C', 'F', 'G', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'C', 'F', 'C', 'Dm', 'C', 'F', 'G', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'Am', 'F', 'G', 'F', 'G']"
"""Last Night""",Diddy featuring Keyshia Cole,not found
"""Make It Rain""",Fat Joe featuring Lil Wayne,"['Em', 'G', 'D', 'Em', 'Em', 'G', 'D', 'Em', 'Em', 'G', 'D', 'Em', 'Em', 'G', 'D', 'Em']"
"""Make Me Better""",Fabolous featuring Ne-Yo,not found
"""Ice Box""",Omarion,"['C', 'Em', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'Am', 'G', 'C', 'E', 'Am', 'G', 'C', 'E', 'Am', 'G', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'Am', 'G', 'C', 'E', 'Am', 'G', 'C', 'E', 'Am', 'G', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'Am', 'F']"
"""Lips of an Angel""",Hinder,"['Asus4', 'Bm', 'G', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Csus2', 'G', 'D', 'Asus4', 'Csus2', 'G', 'Bm7', 'Asus4', 'Em7', 'D/F#', 'Bm7', 'Asus4', 'Gsus2', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Bm7', 'Gsus2', 'D', 'Asus4', 'Csus2', 'G', 'D', 'Asus4', 'Csus2', 'G', 'Bm7', 'Asus4', 'Em7', 'D/F#', 'Bb5', 'C5', 'D5', 'Bb5', 'C5', 'D5', 'Bb5', 'C5', 'Bb5', 'C5', 'A5', 'D', 'Asus4', 'Csus2', 'Gsus2', 'D', 'Asus4', 'Csus2', 'G', 'Bm7', 'Asus4', 'Em7', 'D/F#', 'Bm7', 'Asus4', 'Em7', 'D/F#', 'Gsus2', 'Bm7', 'Asus4', 'Asus4', 'Bm7', 'Gsus2', 'D']"
