Title,Artist,Chords
"""Nice for What""",Drake,"['Bm', 'Bm', 'Bbm', 'Em/B', 'Am', 'Am', 'C', 'Em/B', 'Bm', 'Bbm', 'Am', 'C', 'Em/B', 'Bm', 'Em/B', 'Am', 'Em/B', 'Bm', 'Bbm', 'Am', 'C', 'Em', 'Bm', 'Em/B', 'Am', 'Em/B', 'Bm', 'Em/B', 'Am', 'Em', 'Bm', 'Bbm', 'Am', 'C', 'Em/B', 'Bm', 'Em/B', 'Am', 'Em/B', 'Bm', 'Em/B', 'Am', 'Em/B', 'Bm', 'Bbm', 'Am', 'C', 'Em/B', 'Bm', 'Bbm', 'Am', 'C', 'Em/B', 'Bm', 'Em/B', 'Am', 'Em', 'Em', 'Em', 'Em', 'Bm', 'Bbm', 'Am', 'C', 'Em/B', 'Bm', 'Em/B', 'Am', 'Em/B', 'Bm', 'Em/B', 'Am', 'Em/B', 'Bm', 'Em/B', 'Am', 'Em/B', 'Bm', 'Em/B', 'Am', 'Em/B', 'Bm', 'Em/B', 'Am', 'Em/B']"
"""Lucid Dreams""",Juice Wrld,"['Am', 'G', 'F', 'E', 'F', 'E', 'Am', 'G', 'F', 'E', 'Am', 'Am', 'G', 'F', 'E', 'Am', 'G', 'F', 'E', 'F', 'E', 'Am', 'G', 'F', 'E', 'Am', 'G', 'Am', 'G', 'F', 'E', 'Am', 'G', 'F', 'E', 'F', 'E', 'Am', 'G', 'F', 'E', 'Am', 'G', 'Am', 'G', 'F', 'E', 'Am', 'G', 'F', 'E', 'F', 'E', 'Am', 'G', 'F', 'E', 'Am', 'Am', 'G', 'F', 'E', 'Am', 'G', 'F', 'E', 'F', 'E', 'Am', 'G', 'F', 'E', 'Am', 'Am', 'G', 'F', 'E', 'Am', 'G', 'F', 'E', 'F', 'E', 'Am', 'G', 'F', 'E', 'Am', 'Am', 'G', 'F', 'E', 'Am', 'G', 'F', 'E', 'F', 'E', 'Am', 'G', 'F', 'E', 'Am', 'Am', 'G', 'F', 'E', 'Am', 'G', 'F', 'E', 'F', 'E', 'Am', 'G', 'F', 'E', 'Am', 'G', 'Am', 'G', 'F', 'E', 'Am', 'G', 'F', 'E', 'F', 'E', 'Am', 'G', 'F', 'E', 'Am', 'G', 'Am', 'G', 'F', 'E', 'F', 'E', 'Am', 'G', 'F', 'E', 'Am', 'G', 'F', 'E', 'Am']"
"""Better Now""",Post Malone,"['Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm', 'Gm', 'Dm', 'Bb', 'Cm']"
"""Finesse""",Bruno Mars featuring Cardi B,not found
"""Boo'd Up""",Ella Mai,not found
"""New Rules""",Dua Lipa,not found
"""Sad!""",XXXTentacion,"['Eb/G', 'Eb', 'Cm7', 'Bb/D', 'Eb/G', 'Eb', 'Cm7', 'Bb/D', 'Eb/G', 'Eb', 'Cm7', 'Bb/D', 'Eb/G', 'Eb', 'Cm7', 'Bb/D', 'Eb/G', 'Eb', 'Cm7', 'Bb/D', 'Eb/G', 'Eb', 'Cm7', 'Bb/D', 'Eb/G', 'Eb', 'Cm7', 'Bb/D', 'Eb/G', 'Eb', 'Cm7', 'Bb/D', 'Eb/G', 'Eb', 'Cm7', 'Bb/D', 'Eb/G', 'Eb', 'Cm7', 'Bb/D', 'Eb/G', 'Eb', 'Cm7', 'Bb/D', 'Eb/G', 'Eb', 'Cm7', 'Bb/D', 'Eb/G', 'Eb', 'Cm7', 'Bb/D', 'Eb/G', 'Eb', 'Cm7', 'Bb/D', 'Eb/G', 'Eb', 'Cm7', 'Bb/D']"
"""Never Be the Same""",Camila Cabello,not found
"""Love Lies""",Khalid and Normani,"['D#m', 'F#', 'B', 'D#m', 'F#', 'B', 'D#m', 'B', 'D#m', 'F#m', 'B', 'D#m', 'F#', 'B', 'D#m', 'A#m', 'F#', 'D#m', 'F#', 'D#m', 'A#m', 'F#', 'D#m', 'F#', 'D#m', 'A#m', 'F#', 'D#m', 'A#m', 'F#', 'D#m', 'A#m', 'F#', 'A#m', 'F#', 'D#m', 'F#', 'B', 'F#', 'D#m', 'A#m', 'F#', 'D#m', 'F#', 'D#m', 'B', 'F#', 'D#m', 'F#', 'B', 'D#m', 'B', 'D#m', 'F#', 'B', 'D#m', 'F#', 'B', 'D#m', 'F#', 'D#m', 'B', 'F#', 'D#m', 'F#', 'D#m', 'F#', 'D#m', 'A#m', 'F#', 'D#m', 'A#m', 'F#', 'D#m', 'A#m', 'F#', 'A#m', 'F#', 'D#m', 'F#', 'B', 'F#', 'D#m', 'A#m', 'F#', 'D#m', 'B', 'F#', 'D#m', 'B', 'F#', 'D#m', 'F#', 'B', 'D#m', 'B', 'D#m', 'F#', 'D#m', 'F#', 'D#m', 'A#m', 'F#', 'D#m', 'A#m', 'F#', 'D#m', 'A#m', 'F#', 'F#', 'A#m', 'F#', 'D#m', 'F#', 'B', 'D#m', 'F#', 'B', 'D#m', 'F#', 'B', 'D#m', 'F#', 'B', 'D#m', 'F#', 'B', 'D#m', 'F#', 'B', 'D#m', 'F#', 'B']"
"""No Tears Left to Cry""",Ariana Grande,"['Am', 'A7', 'G', 'F', 'F', 'G', 'C', 'Dm', 'Am', 'G', 'F', 'G', 'Am', 'G', 'F', 'C', 'Dm', 'Am', 'C', 'C', 'A7', 'F', 'G', 'A7', 'F', 'G', 'A7', 'F', 'G', 'A7', 'F', 'G', 'A7', 'F', 'G', 'A7', 'F', 'G', 'A7', 'F', 'G', 'A7', 'F', 'G', 'A7', 'F', 'G', 'A7', 'F', 'G', 'Am', 'G', 'F', 'Am', 'G', 'F', 'Em', 'C', 'Dm', 'Am', 'C', 'C', 'C/B', 'Am', 'G', 'F', 'G', 'Am', 'G', 'F', 'Em', 'C', 'Dm', 'Am', 'C', 'A7', 'F', 'G', 'A7', 'F', 'G', 'A7', 'F', 'G', 'A7', 'F', 'G', 'A7', 'F', 'G', 'A7', 'F', 'G', 'A7', 'F', 'G', 'A7', 'F', 'G', 'A7', 'F', 'G', 'Am', 'G', 'F', 'Am', 'G', 'F', 'Em', 'C', 'Dm', 'Am', 'C', 'C', 'C/B', 'Am', 'G', 'F', 'G', 'Am', 'G', 'F', 'Em', 'C', 'Dm', 'Am', 'C', 'C', 'C/B', 'Am', 'G', 'F', 'Am', 'G', 'F', 'C', 'Dm', 'Am', 'C', 'C', 'C/B', 'Am', 'G', 'F', 'G', 'Am', 'G', 'F', 'Em', 'C', 'Dm', 'Am', 'C', 'A7', 'F', 'G', 'A7', 'F', 'G']"
"""Mine""",Bazzi,"['F#m', 'A', 'F#m', 'A', 'B', 'F#m', 'A', 'F#m', 'B', 'E', 'F#m', 'B', 'E', 'C#m', 'B', 'A', 'A', 'E', 'E', 'B', 'F#m', 'A', 'F#m', 'B', 'F#m', 'A', 'E', 'E', 'C#m', 'E', 'C#m', 'A', 'E', 'C#m', 'B', 'A', 'A', 'E', 'E']"
"""Thunder""",Imagine Dragons,"['C', 'F', 'C', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'Em', 'G', 'Dm', 'Dm', 'Em', 'G', 'Dm', 'Gsus4', 'G', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C']"
"""Look Alive""",BlocBoy JB featuring Drake,"['Dm', 'F', 'Dm', 'Em', 'Bb', 'Dm', 'F', 'Dm', 'Em', 'Bb', 'Dm', 'F', 'Dm', 'Em', 'Bb', 'Am', 'F', 'Dm', 'Em', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Bb', 'Bb', 'Bb', 'Bb', 'Bb', 'Bb', 'Bb', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Dm', 'Dm', 'Dm', 'Bb', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm', 'Bb', 'Dm']"
"""Delicate""",Taylor Swift,"['C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'Em', 'Am', 'G', 'Em', 'Am', 'G', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F']"
"""Yes Indeed""",Lil Baby and Drake,not found
"""Friends""",Marshmello and Anne-Marie,"['Am', 'C', 'F', 'E7sus4', 'E7', 'Am', 'C', 'F', 'E7sus4', 'E7', 'Am', 'C', 'F', 'E7sus4', 'E7', 'Am', 'C', 'F', 'E7sus4', 'E7', 'Am', 'C', 'F', 'E7sus4', 'E7', 'Am', 'C', 'F', 'Am', 'C', 'F', 'E7sus4', 'E7', 'Am', 'C', 'F', 'E7sus4', 'E7', 'Am', 'C', 'F', 'E7sus4', 'E7', 'Am', 'C', 'F', 'E7sus4', 'E7', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'Am', 'C', 'F', 'E7sus4', 'E7', 'Am', 'C', 'F', 'E7sus4', 'E7', 'Am', 'C', 'F', 'E7sus4', 'E7', 'Am', 'C', 'F', 'Am', 'C', 'F', 'E7sus4', 'E7', 'Am', 'C', 'F', 'E7sus4', 'E7', 'Am', 'C', 'F', 'E7sus4', 'E7', 'Am', 'C', 'F', 'E7sus4', 'E7', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'F', 'G', 'Am', 'C', 'F', 'G', 'D5', 'E5', 'F', 'G', 'Am', 'C', 'D5', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'E7sus4', 'E7', 'Am', 'C', 'F', 'E7sus4', 'E7', 'Am', 'C', 'F', 'E7', 'G', 'D5', 'E5']"
"""Bad at Love""",Halsey,"['F', 'Am', 'G', 'C', 'Fmaj7', 'Am', 'F', 'Am', 'G', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'Am', 'G', 'C', 'Fmaj7', 'Am', 'G', 'Fmaj7', 'Am', 'G', 'C', 'Fmaj7', 'Am', 'G', 'Fmaj7', 'Am', 'G', 'C', 'Fmaj7', 'Am', 'G', 'Fmaj7', 'Am', 'G', 'C', 'Fmaj7', 'F', 'Am', 'G', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'Am', 'G6', 'C', 'Fmaj7', 'Am', 'G', 'Fmaj7', 'Am', 'G', 'C', 'Fmaj7', 'Am', 'G', 'Fmaj7', 'Am', 'G', 'C', 'Fmaj7', 'Am', 'G', 'Fmaj7', 'Am', 'G', 'C', 'Fmaj7', 'Am', 'G', 'Fmaj7', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'Am', 'G', 'Fmaj7', 'Am', 'G', 'Fmaj7', 'Am', 'G', 'C', 'Fmaj7', 'Am', 'G', 'Fmaj7', 'Am', 'G', 'C', 'Fmaj7', 'Am', 'G', 'Fmaj7', 'Am', 'G', 'C', 'Fmaj7', 'Am', 'G', 'Fmaj7', 'Am', 'G', 'C', 'Am', 'C']"
"""Taste""",Tyga featuring Offset,not found
"""Let You Down""",NF,"['Bbm', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Bbm', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Bbm', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Bbm', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Bbm', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Bbm', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Bbm', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Bbm', 'Fm', 'Bbm', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Bbm', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Bbm', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Bbm', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Bbm', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Bbm', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Bbm', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Bbm', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Db', 'Fm']"
"""No Limit""",G-Eazy featuring ASAP Rocky and Cardi B,not found
"""Fefe""",6ix9ine featuring Nicki Minaj and Murda Beatz,not found
"""Tequila""",Dan + Shay,"['C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'Em', 'C', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'G']"
"""Feel It Still""",Portugal. The Man,"['C#m', 'E', 'F#m', 'C#m', 'C#m', 'E', 'F#m', 'C#m', 'C#m', 'E', 'F#m', 'C#m', 'C#m', 'E', 'F#m', 'C#m', 'C#m', 'E', 'F#m', 'C#m', 'C#m', 'E', 'F#m', 'C#m', 'C#m', 'E', 'F#m', 'C#m', 'A', 'F#m', 'C#m', 'A', 'F#m', 'C#m', 'A', 'F#m', 'C#m', 'A', 'F#m', 'C#m', 'A', 'F#m', 'C#m', 'A', 'F#m', 'C#m', 'C#m', 'E', 'F#m', 'C#m', 'E', 'F#m', 'C#m', 'C#m', 'E', 'F#m', 'C#m', 'C#m', 'C#m']"
"""MotorSport""","Migos, Nicki Minaj and Cardi B","['Gm', 'C', 'Dm', 'Dm', 'Dm', 'F', 'Dm', 'F', 'Dm', 'F', 'Dm', 'Am', 'Dm', 'C', 'C', 'Am', 'Dm', 'F', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'F', 'D5', 'D5', 'D5', 'Dm', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'Dm', 'Dm', 'Dm', 'Dm', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'D5', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'D5']"
"""I Like Me Better""",Lauv,not found
"""Youngblood""",5 Seconds of Summer,not found
"""Whatever It Takes""",Imagine Dragons,"['Am', 'G', 'Em', 'Am', 'G', 'Em', 'Am', 'G', 'Em', 'Am', 'G', 'Em', 'Am', 'G', 'D', 'Em', 'Am', 'G', 'D', 'Em', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'G', 'Em', 'Am', 'G', 'Em', 'Am', 'G', 'D', 'Em', 'Am', 'G', 'D', 'Em', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'G', 'Em', 'Am', 'G', 'Em', 'Am', 'G', 'Em', 'Am', 'G', 'Em', 'Am', 'G', 'Em', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G']"
